,Content,Labels
91,pupils in the uk who wear propalestinian badges and stickers are being referred to the uk governments counterterror programme a teaching union has saidthe number of referrals for pupils showing solidarity with palestine to prevent  a scheme to stop people from becoming terrorists or supporting terrorism  has risen the national education union neu has suggesteddelegates at the unions annual conference in bournemouth on thursday spoke of troubling developments around pupils wanting to express their solidarity with the palestinian people  and discussions being shut downa motion which was passed at the conference called on the neu to publish educational resources to increase understanding of palestine and israel and reaffirm its support for the palestine solidarity campaign psc delegates at the conference of the neu the largest education union in the uk backed the motion which accused the israeli government of being racist and the main driver of the conflict violence and warthe ongoing war in gaza was sparked by hamass deadly raid into israel on october 7th that killed 1200 people and saw militants seize about 250 hostagesisraels retaliatory strikes have left more than 30000 palestinians dead according to the hamasrun gaza health ministrylast week uk education secretary gillian keegan criticised the unions motion on palestine calling it wholly inappropriate and warned it would cause significant hurt to members of the jewish community she added that teachers have a duty to remain politically impartial and to ensure all sides of contested views are presented fairly and without biasbut delegates at the conference hit back at the ministers comments on thursday during a heated debate on palestinedebs gwynn proposer of the motion said this union is appalled that this government seeks to criminalise people speaking out against the injustices of palestine by dragging them through the racist prevent programmethis union will take no lectures from gillian keegan and this racist government on what is and what is not appropriateahead of the motion dr husam zomlot the palestinian ambassador to the uk addressed the delegates about the situation in gazadelegates gave dr zomlot a standing ovation for his speech to the conference and some chanted free free palestine and waved palestinian flagsone delegate shouted from the river to the sea and others chanted back palestine will be freethe motion on palestine which was carried at the neus conference added there has been a rise in the number of prevent referrals for pupils showing solidarity with palestinereferrals have been made for such things as wearing palestinian solidarity campaign badges and stickersdelegate vendathal premkumar from redbridge in north east london said our union group became concerned at the way silence was imposed on staff and students alike soon after the war in palestine startedwe were banned from having discussions students were told that teachers will not be comfortable discussing the topicthis was very far from the truth as our union group felt it was our duty as educators to help our students navigate this difficult and sensitive topicdelegate mat milovanovic from ealing in west london spoke of troubling developments around pupils wanting to express their grief and solidarity for people being killed in gazahe said classrooms should be safe spaces for students to discuss any topic and safely raise different points of view that are based on mutual respect for every person involved in the discussionif students and particularly muslim students are too scared to express their views because of fear of being referred to prevent then they could well find solace in darker areas of the internet from deeply problematic sourcesmr milovanovic told the conference in the past few terms at my school my colleagues and i have expressed solidarity with palestinians wearing lanyards badges and taking group photos calling for an immediate ceasefire in gazahe suggested the school staff could face possible investigation on the grounds that we do not meet our obligation of political impartialitymr milovanovic said as educators are we not obliged to model and demonstrate compassion and decency are we not obliged to show our students how to stand up for whats right and justshould we not be a source of comfort and support the child who has expressed their grief by wearing a flagbut some delegates spoke out against the motion during the debatepeter block from barnet in north west london who opposed the motion was heckled after he likened the conference to an antizionist rallyhe accused fellow delegates of uncritically jumping on the antiisrael bandwagon and said it amounted to a glorification of hamasdelegate john connolly from blackpool who spoke against the motion said it would be a mistake to back the motion as it would lessen the unions voicehe said by choosing to ignore the hamas attack in october we reduce our ability to criticise israels disproportionate responseby choosing to label israeli government as racist and applying apartheid policies we reduce our ability to be seen as a fair and reasonable organisationdaniel kebede general secretary of the neu said the neu today reiterates its call for an immediate and lasting ceasefire in gaza and for justice and equality for the palestinian peoplethe relentless israeli bombardment of gaza has killed more than 33000 palestinians since october 7th over 70 oer cent of whom are women and childrenchildren should not pay the price of war yet more children have been killed in gaza in four months than in four years of worldwide wars according to the unhe added women and children are also among those held hostage by hamas the neu is unequivocal in its condemnation of the abhorrent attacks carried out by hamas on october 7thwe call for the immediate safe and unconditional release of all hostages,World
92,a major spring storm brought heavy snow rain and high winds to the north east of the us causing more than 680000 power outages across the region with the majority in the states of maine and new hampshirea woman was reported killed by a falling tree in a new york city suburbtwo feet of snow is possible in parts of northern new england by thursday evening and wind gusts are predicted to hit 50 to 60mph in coastal areas as well as inland according to the national weather servicetrees and power lines were reported down across the region more southern areas were hit mostly with rain causing flooding in some locationschris legro a meteorologist with the national weather service in maine said it was the biggest april socalled noreaster to hit the region since 2020he said he had to take some detours on the way into his office on thursday morning because of downed power linesits definitely going to be one that people remember for a little while mr legro saidlate wednesday afternoon a tree fell on a vehicle in the westchester county new york hamlet of armonk killing a woman who was the only person inside police saidheavy snow made travel treacherous in northern parts of new england and new yorka crash shut down interstate 95 northbound near lewiston maine on thursday morningdozens of flights at airports in the region were cancelled or delayedmany schools and government offices were closed in northern areasstate government was shutdown in maine where a special commission investigating the october mass shooting in lewiston had to postpone a scheduled hearingwe recommend that you stay off the roads if you can but if you must travel during the storm be sure to give plough trucks utility crews and emergency first responders plenty of room as they work to keep us safe said maine governor janet millsutilities in northern new england said they were prepared for the storm but power restoration could still be lengthyweather conditions are going to be hazardous on thursday and we ask everyone to use caution on the roads said jon breed spokesperson for central maine powerwhipping winds and driving rain battered bostonstaff at the new england aquarium there did a sweep of the roof to make sure nothing could blow into the sea lion habitat which is partially exposed to the outdoorsthe storm caught some visitors off guardi just saw the wind and the rain and i just bought this little poncho to protect myself said claire saussol who was visiting boston from france on wednesdayi wasnt prepared with the warm clothesits worse than the north of france very worse but its okits a pretty citymeanwhile cleanup work continued in several states wracked by tornadoes and other severe weather blamed for at least three deathsforecasters said heavy wet snow would persist across wisconsin and upper michigan into thursday with six to 10 inches overall possible in farnorthern wisconsin two to four inches in madison but just a trace in milwaukeesevere weather earlier in the week knocked out power to thousands of homes and businesses in several other statestornadoes touched down in oklahoma kentucky tennessee and georgiastorms in north eastern oklahoma on tuesday unleashed three suspected tornadoes and dumped heavy rain that was blamed for the death of a 46yearold homeless woman in tulsa who was sheltering inside a drainage pipein pennsylvania a woman in her 80s was killed in the philadelphia suburb of collegeville on wednesday when a tree fell on her car officials said,World
93,european lowcost airline ryanair has said it would resume flights to tel aviv from june 3rdthe airline will operate 40 weekly flights to and from tel aviv following the reopening of a terminal at israels main international gatewayryanair europes largest airline by passenger numbers reported on wednesday that it had to cancel almost 950 flights in march due to the israelgaza warryanair had resumed flights to tel aviv in a reduced schedule from februaryreuters,World
95,a number of prominent users of x formerly twitter have been given complimentary blue verification badges despite not paying for the sites premium subscription sparking confusion among users of the social media siteaccounts with large numbers of verified followers who are paying subscribers to x are being given the badges in what is the latest change to the sites verification system since the platform was taken over by elon musk in late 2022according to messages received by a number of x users the platform is handing out a complimentary subscription to x premium if a user is deemed to be an influential member of the the community on the sitelate last month mr musk posted that x accounts with over 2500 verified subscriber followers will get premium features for free and accounts with more than 5000 would be given complimentary premium the highest subscription tier on the sitethe update appears to be the enactment of this policythe change is the companys latest attempt to get more verified accounts on the platform after mr musk replaced the original twitter verification system with one where any user who paid a subscription fee could access the verification badge and see their posts be given more prominence on the siteunder the old system twitter itself verified the authenticity of those who applied to receive the badge with it being awarded to public figures celebrities and businesses as well as journalists media organisations and government agenciesthe muskled changes to a subscription system made it harder for users to identify authentic accounts and according to multiple online safety groups and pieces of research has seen misinformation flourish on the platform since being introducedas a result a number of advertisers have withdrawn or reduced their advertising on the platform leaving x in need of new streams of revenuea number of recipients of the returning blue tick including the news agents podcast host jon sopel and comedian david baddiel took to the platform to express their surprise at the update to their accountssocial media expert matt navarra said the update represented a uturn from mr musk after he previously said the old twitter verification system was unfaireverything old is new again  it was only two years ago elon musk was saying that he was going to give power to the people and remove the lords and peasants system that twitter had of bestowing a blue tick on influential users and now were in 2024 and what is he doing giving blue ticks for free to influential users he saidso we get yet another uturn or perhaps a realisation from elon that maybe some of the things that the previous administration had put in place were actually sensible worthwhile and valuablewhats also notable is that there was a time when people were desperate to get a blue tick and were pining to get that special signifier of importance on the platformin 2024 under elon musks regime people are far more resistant and actually would quite like it if they didnt get granted a tick and would rather hide it  which shows that rather than being a badge of honour or influence it is much more a badge of dishonour and something thats more of an embarrassment to peoplei think that tells us a lot about where we are with x and elon muskelsewhere at the social media company it has confirmed the appointment of kylie mcroberts as the sites new head of safety nine months after her predecessor left the firm,World
96,russian forces have fired drones at two apartment buildings and a power plant in ukraines secondlargest city killing four people local authorities saidshahed drones smashed into two apartment buildings in kharkiv near the russian border which has frequently been targeted during more than two years of warother drones targeted the power gridthe kremlins forces in recent months have stepped up their aerial barrages of ukraine hitting urban areasthe approximately 1000kilometre 620mile front line is largely deadlocked but kyiv officials say moscows troops have recently been probing for ukrainian weaknesses on the front line ahead of an expected largescale russian offensive in the summerthe institute for the study of war said the goal of russias escalated attacks on civilian areas and the countrys power grid may be to compel ukraines army to deploy air defence systems away from the front linethat would allow russia to provide more air cover for its ground operations on the battlefield the think tank saidrussian forces have apparently increased the scale of their mechanised ground assaults in parts of the front line in recent weeks it added apparently seeking gains while ukrainian forces are kept waiting for the arrival of vital new military supplies from their western partnerswith the support of china russia has built its forces back up close to full strength according to a senior us official we have assessed over the course of the last couple of months that russia has almost completely reconstituted militarily us deputy secretary of state kurt campbell said on wednesdayin kharkiv three first responders were killed when russia struck a multistorey building twice in quick succession local authorities saidsix people were wounded at that locationanother 14storey building was hit by a drone killing a 69yearold womanukrainian officials have previously accused russia of targeting rescue workers by hitting residential buildings with two consecutive missiles  the first one to draw crews to the scene and the second one to wound or kill themthe tactic is called a double tap in military jargonrussians used the same method in syrias civil warother first responders have also been victims of the fightingthe world health organisation who said on thursday that ambulance workers and other health transport staff face a high risk of injury or death many emergency teams come under fire either on the way to a call or at their bases the who said in a reportthis is a horrifying pattern dr emanuele bruni the whos incident manager in ukraine was quoted as saying in the reportthese attacks threaten their safety and further devastate communities that have been living under constant shelling for more than two yearsukrainian soldiers shot down 11 of the 20 drones russia launched against ukraine during the night the general staff saidrussia also attacked energy infrastructure in the kharkiv and dnipropetrovsk regions over the past day wounding two people the ministry of energy said on thursdaysome 700000 people in kharkiv lost power last week after a massive missile attack hit the citys thermal power plantrepairs are ongoingeach manifestation of russian terror once again proves that the countryterrorist deserves only one thing  a tribunal ukraines human rights chief dmytro lubinets said on telegram in response to the attack,World
97,former us president bill clinton has a memoir coming out this autumn about his years since leaving public office in 2001citizen my life after the white house will cover everything from the presidential campaigns of his wife hillary clinton to his views on events ranging from the january 6 insurrection to the iraq waralfred a knopf which published mr clintons millionselling presidential memoir my life will release the new book on november 19i knew as i entered this new chapter of my life that id keep score the way i always have are people better off when you quit than when you started do our children have a brighter future are we coming together instead of falling apart mr clinton said in a statementcitizen is the story of my 23plus years since leaving the white house told largely through the stories of other people who changed my life as i tried to help change theirs of those who supported me including those i loved and lost and of the mistakes i made along the way he saidknopf called the book remarkably candid and richly detailed offering fascinating insight into clintons life  both personal and politicalover the past two decades mr clinton has worked on numerous charitable causes including aids treatment and relief for haiti after the 2010 earthquakebesides my life his books have included the policy tract working and two bestselling thrillers coauthored by james patterson the president is missing and the presidents daughterhe has also been involved in various controversies among them questions over the funding for haitis rebuilding efforts and his association with the late financier jeffrey epsteinmr clinton who flew several times on epsteins private jet has denied any awareness that epstein was involved in sex traffickingin 2018 the metoo movement revived talk of mr clintons affair with thenwhite house intern monica lewinskya knopf spokesperson declined to comment on whether mr clinton would write about epstein or other controversiesfinancial terms for citizen were not disclosedmr clinton was represented by robert barnett and michael oconnor of williams  connolly where other clients include hillary clinton former us president george w bush and barbra streisand,World
98,"rescuers have been searching for dozens of people after an earthquake in taiwan which killed nine peoplemore than 1000 people were injured in the earthquake on wednesday morningof the nine dead at least four were killed in taroko national park a tourist attraction famous for its scenes of canyons and cliffs in hualien county about 90 miles from the islands capital taipeinearly 150 people were either still trapped or out of contact on thursday the national fire agency said
people evacuated from their homes sit outside the shelter after the main earthquake in hualien city chiang yingyingap

about two dozen tourists and some others were stranded in the park while the health and welfare ministry said 64 others were workers at a rock quarrysix workers from another quarry were airlifted from the area where access was cut off because roads were damaged by falling rocksseveral people including six university students were also reported to be trapped around 50 people mostly employees at a hotel reported to be in the national park were out of contact with authoritiesin the eastern coastal city of hualien near the epicentre workers used an excavator to put construction materials around the base of a damaged building to stabilise it and prevent a collapsemayor hsu chenwei previously said 48 residential buildings were damaged some of which were tilted at precarious angles with their ground floors crushed
a man looks at the cordoned off site of a leaning building in the aftermath of an earthquake in hualien chiang yingyingap

taiwan measured the initial quakes strength as 72 magnitude while the us geological survey put it at 74 the central weather administration has recorded more than 300 aftershocks from wednesday morning into thursdaythe island is regularly jolted by earthquakes and its population is among the best prepared for them it also had stringent construction requirements to ensure buildings are quakeresistantthe economic losses caused by the quake are still unclear the selfruled island is the leading manufacturer of the worlds most sophisticated computer chips and other hightechnology items that are sensitive to seismic eventshualien was last struck by a deadly quake in 2018 that killed 17 people and brought down a historic hoteltaiwans worst recent quake on september 21 1999 saw a magnitude 77 tremor cause 2400 deaths injuring around 100000 and destroying thousands of buildings",World
99,rescuers are searching for dozens of people still missing a day after taiwans strongest earthquake in a quarter of a century damaged buildings killed 10 people and left others stranded in remote areasin the eastern coastal city of hualien near the epicentre workers used an excavator to stabilise the base of a damaged building with construction materials as officials took samples of its exterior and chickens pecked among potted plants on its slanted roofmayor hsu chenwei said 48 residential buildings were damaged in wednesdays quake some of which were tilting at precarious angles with their ground floors crushedsome hualien residents were staying in tents and the main road linking the county to the capital taipei was still closed on thursday afternoon but much of taiwans daytoday life was returning to normalsome local rail services to hualien resumed and taiwan semiconductor manufacturing company one of the worlds most important manufacturers of computer chips restarted most operations the central news agency reportedtaiwan is regularly jolted by earthquakes and its population is well prepared for themit also has stringent construction requirements to ensure buildings are quake resistanthendri sutrisno a 30yearold professor at hualien dong hwa university spent wednesday night in a tent with his wife and baby fearing aftershockswe ran out of the apartment and waited for four to five hours before we went up again to grab some important stuff such as our wallet and then were staying here ever since to assess the situation he saidothers also said they did not dare to go home because the walls of their apartments were cracked or they lived on higher floorstaiwanese premier chen chienjen visited some earthquake evacuees in the morning at a temporary shelternearly 1070 people were injured in the quakeof the 10 dead at least four were killed inside taroko national park a hualien county tourist attraction famous for canyons and cliffs about 150 kilometres 90 miles from taipeione person was found dead in a damaged building and another was found in the ho ren quarryauthorities on thursday afternoon retrieved a body from a trailabout 700 people were either still missing or stranded on thursday including more than 600 who were stranded inside a hotel called silks place taroko the national fire agency saidauthorities said the employees and guests were safe and had food and water and that work to repair the roads to the hotel was close to completionothers who were reported to be stranded including two dozen tourists about 20 campers and six university students were also safe they saidauthorities also said about 60 workers who had been unable to leave a quarry because of blocked and damaged roads were freedthe central news agency said all were able to leave the mountain safely at around noonsix workers from another quarry were airlifted outauthorities have not been able to contact about 40 people mostly hotel employees earlier reported to be in the national parkafter the quake local television showed neighbours and rescue workers lifting residents through windows and on to the street from damaged buildings where the shaking had jammed doors shutit was not clear on thursday if any people were still trapped in buildingsthe quake and its aftershocks caused landslides and damaged roads bridges and tunnelsthe national legislature and sections of taipeis main airport suffered minor damagethe earthquake was the strongest to hit taiwan in 25 yearslocal authorities measured the initial quakes strength as magnitude 72 while the us geological survey put it at 74huang shiaoen was in her apartment when the quake struckat first the building was swinging side to side and then it shook up and down ms huang saidthe central weather administration recorded more than 300 aftershocks from wednesday morning into thursdaythe economic losses caused by the quake are still unclearthe selfgoverned island is the leading manufacturer of the worlds most sophisticated computer chips and other hightechnology items that are sensitive to seismic eventshualien was last struck by a deadly quake in 2018 which killed 17 people and brought down a historic hoteltaiwans worst recent earthquake struck on september 21st 1999 a magnitude 77 quake that caused 2400 deaths injured around 100000 people and destroyed thousands of buildings,World
100,two women in scotland have been charged after videos of a toddler vaping were posted on social mediapolice scotland said the infant involved is safe and wellthe daily record reported the footage filmed in ayrshire showed a toddler thought to be aged between one and two inhaling from a pink vape as adults watchanother video showed the youngster coughing after using the vapepolice scotland said two 19yearold women were charged on saturday a police scotland spokesperson said two women both aged 19 years are the subject of a report to the procurator fiscal the child is safe and wellayrshire msp siobhian brown told the newspaper she was horrified by the footagethe snp msp who is also the scottish community safety minister said i was horrified to watch the footage of a toddler vaping on social media vapes are not harmless and contain nicotine and dangerous toxins that could damage young developing lungsi would hope this is an isolated incident and most responsible parents would know the dangers involvedi have had concerns for several years with the increase of youth vaping especially with the attractive different flavours and the accessibility of disposable vapes the scottish government is bringing in welcome legislation to ban disposable vapes next year,World
101,sacha baron cohen and isla fisher announced they have filed for divorce after two decades togetherthe actors who married in 2010 and share three children together announced the joint separation in a social media postsharing a picture of the pair wearing tennis outfits the statement said after a long tennis match lasting over 20 years we are finally putting our racquets downin 2023 we jointly filed to end our marriage we have always prioritised our privacy and have been quietly working through this changewe forever share in our devotion and love for our childrenbritish star baron cohen famed for his borat and ali g films met confessions of a shopaholic actress fisher in 2001 and the pair got engaged in 2004the announcement comes in the week allegations were made against baron cohen in a memoir from australian actress rebel wilson which a representative for the star described as demonstrably false,Entertainmet
102,the bbc has said it received complaints from people who believed its coverage of the princess of wales cancer diagnosis was excessive and insensitivekate revealed she was undergoing treatment for cancer in an emotional video message released on march 22nd in which she told others battling the disease you are not alonethe broadcaster had aired the full video and said it was mindful of its reporting approach and did not speculate on details that had not been made publicin a statement responding to the complaints the corporation said we broadcast in full the highly personal video message from the princess of wales in which she spoke directly to the public about her cancer diagnosisour coverage reflected the significance of this story and the outpouring of support for the princess from around the globewe explained to our audience what was known about catherines condition but did not speculate on details that had not been made publicthe corporation detailed its reporting approach and said it always gives careful consideration to the editorial decisions made our reporting made clear that this is a difficult time for the princess and the rest of the royal family we have been mindful at all times to approach our coverage with sensitivity the bbc saidas part of our analysis we examined the intense speculation there had been in the preceding weeks about the princesss healthwe also reported on catherines request for privacy and detailed the statement from kensington palace regarding the princess having the right to privacy in relation to her medical issueswe always give careful consideration to the editorial decisions we makewhile we have a responsibility to report on stories that are of interest to our audience we appreciate that not everyone would have approved of the approach we tooka kensington palace spokesperson said kate and the prince of wales were both enormously touched by the public response to news of kates diagnosisthe prince and princess are both enormously touched by the kind messages from people here in the uk across the commonwealth and around the world in response to her royal highness message the statement saidthey are extremely moved by the publics warmth and support and are grateful for understanding of their request for privacy at this timekate william and their children  prince george princess charlotte and prince louis  were absent from the royal familys traditional easter sunday service at windsor castles st georges chapel over the weekend which was attended by king charles and the queen who were applauded by crowds after attending the mass,Entertainmet
103,actor and singer nick jonas was spotted at a renowned italian restaurant in dublins city centre last nightrosa madre located in temple bar played host to the jonas brothers singer on thursday night with staff taking a picture with hima post on instagram said actor and singer nickjonas enjoying dinner in rosa madre  was a pleasure to meet you nicknickjonas rosamadre dublinthe singer will play at the 3arena along with his brothers joe and kevin on june 19th and then at the sse arena in belfast on june 20ththe italian restaurant is no stranger to celebrities as back in february actor and singer jamie foxx turned up and last august comedian will ferrell popped in for a bite as wellon instagram owner luca de marzio said tonight we had the pleasure having dinner for mr will ferrell and have to say he was great fun he is funny in the movies and in real life great to see it willferrell rosamadre actor comedy dublinrestaurants dublin dublinfoodiethen back in january 2023 foo fighters singer dave grohl popped in along with bass player nate mendell,Entertainmet
104,disney is to begin cracking down on password sharing later this year in an effort to boost signups and revenue for the servicedisney chief executive bob iger said in an interview with american network cnbc that the streaming platform would start taking action against the behaviour from june in some countries and then a full rollout in septembermany major streaming services are impacted by password sharing  where users share their login details with family and friends not in the same household enabling them to access content without paying for it  despite it being against platform rules speaking about launching the crackdown as a way of boosting revenue for the platform mr iger said disney would be launching our first real foray into password sharing in june adding the move would help turn this business into a business that we feel really good aboutdisneys decision comes after fellow streaming giant netflix attributed a recent jump in subscribers to its own recent crackdown on password sharingshortly after it stepped up its action against the issue the company reported a major spike in new users signing up for the service and has seen revenues rise sincenetflix is the gold standard in streaming mr iger saidtheyve done a phenomenal job and a lot of different directions i actually have very very high regard for what theyve accomplished if we can only accomplish what theyve accomplished that would be great,Entertainmet
105,michael j fox said he would consider a return to acting if he was offered the right role that incorporated the realities of his parkinsons diseasethe back to the future star announced his retirement from onscreen work in 2020 having been open about how the disease affected his memory and made it difficult to remember lines of dialoguethe 62yearold told entertainment tonight he would consider acting again if i could figure it outif someone offers me a part and i do it and i have a good time great he saidi would do acting if something came up that i could put my realities into it my challenges if i could figure it outthe activist and former hollywood actor was diagnosed with youngonset parkinsons disease a year after back to the future part iii was released in 1990fox first noticed a tremor in his little finger before his diagnosis at the age of 29 and the progressive neurological condition has severely affected his mobility he has suffered broken bones from numerous fallsduring the interview with entertainment tonight fox said his goals were always shifting but his biggest goal had been to raise a family with his wife tracy pollanwe have four amazing kids and thats been the big thing fox said referring to pollan who he married in 1988and then the other is with the foundationfox founded the michael j fox foundation for parkinsons research in 2000 which has raised more than two billion dollars 158 billion cbs news reported in novemberin 2023 he starred in the apple documentary still a michael j fox movie exploring how parkinsons impacted his lifeas well as starring in the back to the future trilogy fox is known for films including teen wolf and doc hollywood along with the tv series spin cityin february he received a standing ovation after making a surprise appearance in a wheelchair at the bafta film awards in london to present the best film award to sir christopher nolan for oppenheimer,Entertainmet
106,british author lynne reid banks has died at the age of 94 her literary agent has saidthe novelist known for writing books including childrens story the indian in the cupboard died of cancer peacefully with her family around her on thursday afternoon her agent james wills told the pa news agencyher son gillon stephenson said that she leaves a massive legacy of wonderful work and added that everyday he receives messages from people saying what a difference she has madethe author was born in barnes west london in 1929 and was evacuated with her mother and cousin christopher in 1940 during world war two to saskatoon in the canadian prairies for five yearsupon her return to england reid banks attended rada drama school before becoming a secretary and a freelance journalistin 1955 she became one of the first two female news reporters on british tv appearing on itn for six years where she interviewed stars including charlie chaplin audrey hepburn rita hayworth louis armstrong and agatha christie she said on her websiteshe said during her downtime from journalism she wrote a novel titled the lshaped room which was an unexpected hit and was later turned into a film landing star leslie caron an oscar nomination for best actress as well as a bafta and golden globe awardcaron played a young unmarried french woman planning a pregnancy termination but later rejected the idea and instead rented an odd room in a boarding house where she falls in love with an aspiring actorin 1962 reid banks emigrated to israel after meeting liverpoolborn sculptor chaim stephenson whom she later married and shared three sonsreturning to england in 1971 reid banks said she stumbled upon the idea of bringing a toy plastic american indian to life in a magic cupboard for a childrens bookthe first book from her the indian in the cupboard series was released in 1980 and the fantasy story about a boy whose toy has magically come to life was turned into a film in 1995 starring actor and comedian steve coogan and richard jenkinsshe wrote many childrens stories during her career including the red red dragon tiger tiger angela and diabola and picture book the spice rack,Entertainmet
107,legally blonde will return to screens as a spinoff tv series inspired by the film it has been announcedreese witherspoon who starred as pinkobsessed sorority girl elle woods in the original 2001 film is revisiting the story as her production company hello sunshine confirmed it was behind the tv remakewhile the plot remains under wraps it is being written by josh schwartz and stephanie savage who created tv series gossip girl starring blake lively leighton meester penn badgley and ed westwickthe duo also created teen drama the oc starring mischa barton adam brody and olivia wildewere bringing legallyblonde back to your screens in a spinoff tv series inspired by the film production company hello sunshine posted on instagramcurrently in development with amazon mgm studios the project has tapped gossip girl and the oc vets josh schwartz and stephanie savage to writestay tuned for more details as we have themlegally blonde starring witherspoon matthew davis luke wilson jennifer coolidge and selma blair became a pop culture classic after its 2001 releasein the film sorority girl elle witherspoon attempts to win back her exboyfriend warner huntington iii davis by studying at harvard law school in the process overcoming stereotypes and triumphs as a successful lawyerthe majority of the cast returned for the 2003 sequel legally blonde 2 red white  blonde where postgraduate elle travels to washington dc with the intention of persuading politicians to ban animal testingthe second film ended with elle setting her sights on the white housein 2020 witherspoon confirmed a third legally blonde film was in the works with the office star mindy kaling and brooklyn ninenine creator dan goor set to cowrite the script after she initially announced the sequel in 2018a legally blonde musical based on the hit film opened in 2007 in san francisco before transferring to broadway at the palace theatre while a west end production of the show opened in 2010 at the savoy theatre closing in 2012,Entertainmet
108,suki waterhouse has shared the first photograph of her baby with partner robert pattinsonthe british model and singer 32 confirmed she had given birth by sharing a sunkissed polaroid of her cradling her child who was wrapped up in a blanket adorned with love heartswelcome to the world angel she said on instagram adding a red love heartwaterhouse first appeared to confirm her pregnancy on stage at the corona capital festival in mexico last novembershe told concertgoers she had specifically chosen to wear something sparkly to distract from something else  insinuating her growing baby bumpshe later posted a series of photographs from her performance including a mirror picture where her baby bump was visiblewaterhouse is believed to have been dating 37yearold pattinson on and off since 2018the actor who found fame starring as edward cullen in the twilight saga films has followed in the footsteps of christian bale george clooney and ben affleck playing batman in the superhero franchise,Entertainmet
109,sir paul mccartney has praised beyonces version of the beatles song blackbird and said he was proud at the idea it could help ease racial tensionthe 81yearold musician told gq in 2018 that he wrote the song after he heard about the civil rights troubles that were happening in america during the 1960s predominantly in the deep south in states like alabama and mississippibeyonces version of the track which she has renamed blackbiird features on her newly released album act ii cowboy carter the followup to 2022s grammywinning album renaissance which marked act i of the trilogyin an instagram post mccartney said i am so happy with beyonces version of my song blackbirdi think she does a magnificent version of it and it reinforces the civil rights message that inspired me to write the song in the first placei think beyonce has done a fab version and would urge anyone who has not heard it yet to check it out you are going to love itthe musician said he spoke to the 42yearold us singer on facetime where she thanked him for writing the songi told her the pleasure was all mine and i thought she had done a killer version of the song he saidwhen i saw the footage on the television in the early 60s of the black girls being turned away from school i found it shocking and i cant believe that still in these days there are places where this kind of thing is happening right nowanything my song and beyonces fabulous version can do to ease racial tension would be a great thing and makes me very proudthe civil rights movement which predominantly took place in the 1950s and 1960s sought to bring about equal rights for black americans who had been discriminated against under jim crow laws which amongst other things had mandated racial segregation in public facilitiesthe track from 1968 has been covered by famous musicians including dave grohl sarah mclachlan and crosby stills  nashbeyonces version features black female country artists brittney spencer reyna roberts tanner adell and tiera kennedythe crazy in love singer was praised by critics for her adaptability in straddling the countrypop genre when her album dropped on march 29thten days before she released the record the pop star said her latest offering had come from an experience where she did not feel welcome which inspired her to do a deep dive into the history of country musicon instagram she said this album has been over five years in the makingit was born out of an experience that i had years ago where i did not feel welcomed and it was very clear that i wasntbut because of that experience i did a deeper dive into the history of country music and studied our rich musical archiveit feels good to see how music can unite so many people around the world while also amplifying the voices of some of the people who have dedicated so much of their lives educating on our musical historythe 32time grammywinner also said she was honoured to become the first black woman to top billboards country chart but hopes that an artists race  in relation to music genres  will one day become irrelevantact ii cowboy carter also includes a cover of dolly partons jolene and features a 22second introduction from the acclaimed country singer,Entertainmet
110,lulu has said the late david bowie made her feel heard within the music industry after she had a lot of tears and a lot of struggles with record label executivesthe scottish singer 75 shot to fame as a teenager and went on to release a host of albums and represent the uk at the eurovision song contest in 1969 where she was crowned joint winnershe later worked alongside bowie when she covered a number of his songs including the man who sold the world and they had a brief relationship togetherappearing on the jonathan ross show she said ive had a great career im very luckyif youre going to be in a career this long there is a price to pay and theres ups but theres downs as wellone of the very first beginnings of that was when i was just a teenager and i would be negotiating with men in suits running record labels they would want me to sing little pop songs i would have a lot of tears and a lot of struggleswhen i met david david said the labels dont get you they dont get your voice either im going to make a hit record with youwhen he said that to me i felt like id been heard and id been seen because its hard to negotiate with people whove been in the business for a long timeasked about her relationship with bowie which she made reference to in her 2002 autobiography i dont want to fight she jokingly said no commentshe added that the book was a load of drivel but that when it came out she did the best i could at the time about opening up on her lifei have learnt so much ive been up and down im older and i think i wasnt ready to be as vulnerable and to be as authentic and honest not that i was a phoney she continuedi was a young girl and i just want to be loved  thats my story thats why i do what i doi can say that now and i couldnt have said that when i was younger i want to be connected to peopleafter two marriages to musician maurice gibb and celebrity hairstylist john frieda the singer revealed she is not too worried about finding another partner as she is really happy on her ownwhen i was young i wanted a white picket fence and i wanted the dream she saidto be honest with you now after having two marriages and i picked two good guys i needed to get to know myself a bit moreborn marie mcdonald mclaughlin lawrie and also known as lulu kennedycairns the singer cracked the charts with a cover of shout by the isley brothers in 1964 aged just 15in 1969 she represented britain at eurovision with her song boom bangabang and was the joint winner that year as she shared the prize with france the netherlands and spain with 18 points eachshe recently announced that her next tour champagne for lulu will be her last but that she still plans to work and hopes to bring out a new recordthe singer revealed that she is planning to scale things back after 60 years in showbiz but confirmed she is not retiringreflecting on the tour she feels it might be quite emotional for her but believes it will be great as she has a few treats in store for fans,Entertainmet
